Date,Titles
02-04-2019,Mahindra XUV300 Vs Maruti Vitara Brezza: Image Comparison. Tata H5X Concept @ Auto Expo 2018. Named Tata Harrier! EDIT: Launched @ Rs. 12.69 lakhs. Tata Motors displays environment-friendly solutions at Clean Tech Environment 2019. 
03-04-2019,2019 Tata Hexa - Now in pictures. Tata H5X Concept @ Auto Expo 2018. Named Tata Harrier! EDIT: Launched @ Rs. 12.69 lakhs. TATA STEEL ALL SET TO CELEBRATE THE 180th BIRTH ANNIVERSARY OF IT'S FOUNDER. 
04-04-2019,"Tata Hexa 2016-2020 XT On Road Price (Diesel), Features & Specs, Images. No production of Tata Nano for 3rd month in row, no sales in March. Tata Harrier outsells Jeep Compass and Mahindra XUV500 in March sales. "
05-04-2019,"Will you pay ₹148 cr for a lunch with Warren Buffett? Someone just did | Mint. Siddhant Chaturvedi joins Messi, Hrithik and Akshay; becomes a part of Tata Motors Family!. Towards the lithium-ion battery production network: Thinking beyond mineral supply chains. "
07-04-2019,"SC says govt can take over your land for free if it… | Mint. Sensex, Nifty close higher ahead of Budget 2019. Tata Buzzard (7-seater Harrier) to replace Hexa- Report. "
09-04-2019,SUVs drive passenger vehicle sales to over 40 lakh units in 2023. Tata Motors share price falls over 5% amid reports JLR to shut UK plants for a week. Truck Sales Crash 60%; Ashok Leyland Sees Decline of 70% in August. 
10-04-2019,"Got sold a Tata Harrier damaged in transit; repainted shoddily. EDIT: Resolved (page 3). Renault outperforms Kia and Tata Motors in terms of volumes and market share in September 2019. Tata Tiago 2019-2020 Wizz Edition Petrol On Road Price, Features & Specs, Images. "
11-04-2019,"Lok Sabha Election 2024 : Seat-sharing deal finalised by Maharashtra allies, announcement soon: Sanjay Raut | Mint. Tata Motors share price falls over 5% amid reports JLR to shut UK plants for a week. Tata Motors announces countrywide customer dialogue programme and service campaigns. "
12-04-2019,"Tata Altroz bookings to start on December 4, launch in January 2020. Tata unveils Altroz: First car from the company's stable with BSVI powertrain. First Tata Altroz rolls off the production line. "
14-04-2019,Tata H5X Concept @ Auto Expo 2018. Named Tata Harrier! EDIT: Launched @ Rs. 12.69 lakhs. Rural road building picked up speed under NDA | Mint. Jet Airways' independent director Rajshree Pathy resigns. 
19-04-2019,"Tata Tiago facelift spied once again undergoing high speed test. Tatas to shift another group co HQ to Bengal. Reliance records another bumper quarter with ₹10,362 crore net profit | Mint. "
20-04-2019,Tata Tigor and Tata Tiago gain Apple CarPlay support. Bhopal gas tragedy among world's major industrial accidents of 20th century: UN | Mint. Howrah-New Delhi Poorva Express derailment: No casualties; 14 passengers injured. 
24-04-2019,"Upcoming Tata Electric Cars in India: Tata Altroz, Tiago, and More. Maruti takes a lead, launches BS 6 compliant Baleno and Alto | Mint. Tata Elxsi to get new CEO in October. "
27-04-2019,Tata Tigor facelift spied testing again with Tata Altroz inspired face. Chinese smartphone brands increase India market share | Mint. Lok Sabha elections 2019: Widow of slain TMC MLA hits campaign trail in West Bengal. 
29-04-2019,"TN Class 10 Results 2019: Tamil Nadu Board SSLC to declare results tomorrow; here's how to check. FBI offers $10,000 reward for info on missing Indian student Mayushi Bhagat in New Jersey | Mint. Tata Motors partners Nirma University for B.Tech degree for Sanand workforce. "
30-04-2019,"Kotak Mahindra Bank posts Rs 4,865.33 crore profit in FY19, asset quality improves. Tata Motors incorporates WHS - Brabo Robotics and Automation. EV sales in India cross 750,000 units in FY2019 but FAME II may spoil the run. "
02-05-2019,"Tata H5X Concept @ Auto Expo 2018. Named Tata Harrier! EDIT: Launched @ Rs. 12.69 lakhs. Zero production, sale of Tata Nano in January. TATA STEEL ALL SET TO CELEBRATE THE 180th BIRTH ANNIVERSARY OF IT'S FOUNDER. "
03-05-2019,"Australia auto lobby split widens as Tesla, Volkswagen back tougher emissions plan. Tata Altroz Could Be The Production Name Of The 45X Concept. Tata Motors unveils 4 new cars for Indian market. "
05-05-2019,Indian man gets 16 years jail-time for raping student in Singapore. Warren Buffett never loses sleep on Berkshire Hathaway’s future but is worried about… | Mint. Explained: Impact of Tata Motors phasing out small diesel cars. 
10-05-2019,JTP Experience - My Red Tata Tiago JTP. Tata Tiago Now Gets A Lively Wizz Edition!. India Has 150 Million Drivers and Only 8000 Want Electric Cars. 
11-05-2019,Why does the Tata Nexon's floorboard have a member only on the driver's side?. YES Bank share rallies over 8% after Rakesh Jhunjhunwala buys 1.3 crore shares. Upcoming Toyota Raize Subcompact SUV Images Ahead Of Reveal. 
15-05-2019,Tata Group to consolidate FMCG Business; announces Tata Chemicals transfer to Tata Global Beverages. Autocar Professional's May 15 magazine edition packs many an ace. MG Motor India Commences Production Of Hector SUV At Its Halol Facility. 
20-05-2019,"Tata Motors posts net loss of Rs 28,826 crore in FY19, JLR turns profitable in Q4. Revenue Falls As Tata Motors Ends FY 2019. Tata Motors profits fall 47% amid Jaguar Land Rover China slowdown. "
21-05-2019,"Hyundai Venue drives past 400,000 sales in 47 months since launch. Hyundai Venue expected to be launched in India on May 21, 2019. Tata Motors to phase out multi-seater people carriers. "
22-05-2019,Adaptive AUTOSAR stack for Great Wall Motors. Tata Motors launches compact truck Intra priced at Rs 5.35 lakh. Tata Motors launches compact truck Intra priced at ₹5.35 lakh | Mint. 
24-05-2019,"India Commercial Papers deals on F-TRAC-Mar 8. Tata Tiago 2015-2019 Price, Images, Mileage, Reviews, Specs. Tata Harrier vehicle is classified under heading 8703 with compensation rate @ 22% : AAR, Maharashtra. "
25-05-2019,"Tata Tiago updated with standard safety features. Singur farmers want Locket to get Tatas back. Manpasand Beverages MD, CFO arrested in Rs 40 crore GST tax invasion and invoice fraud case. "
30-05-2019,"Exclusive: Crash norms to wipe out mini vans from India; Tata Motors, Mahindra to be hit. Tata Buzzard (7-seater Tata Harrier) spotted testing again in India. Ratan Tata - 10 Interesting facts about Ratan Tata that you should know. "
01-06-2019,Tata H5X Concept @ Auto Expo 2018. Named Tata Harrier! EDIT: Launched @ Rs. 12.69 lakhs. Tata Harrier public previews start from December 18. Tata Harrier to be launched on 23 January. 
02-06-2019,"Tata Motors Reveals Its Lineup For The Bharat Mobility Global Expo 2024. Tata Nexon Facelift Safety Score Improved, Gets A Full 5 Star Rating Once Again!. We Now Know When Tata Is Planning To Take The Wraps Off The 2023 Nexon. "
03-06-2019,Tata H5X Concept @ Auto Expo 2018. Named Tata Harrier! EDIT: Launched @ Rs. 12.69 lakhs. Tata Motors partners with Wise Travel India. Tata Buzzard SUV unveiled at Geneva motor show 2019. 
07-06-2019,Mercedes-AMG A 35 Breaks Cover At Paris Motor Show 2018. Amazon Prime Day 2019 kicks off on 15 July: Here's what to expect | Mint. Tata Motors' Sanand plant bags CII Green Building Council award for second straight year. 
08-06-2019,"Ram Mandir inauguration: A look at 500-year timeline, from Babri Masjid to Lalla Virajman | Mint. Tata Tigor EV receives a price cut of Rs 80000 post revised GST rates. Resentment brewing among transporters over Motor Vehicle Amendment. "
10-06-2019,"Got sold a Tata Harrier damaged in transit; repainted shoddily. EDIT: Resolved (page 3). Scrappage policy may fuel demand for used trucks | Mint. Toyota Recalls Around 6,500 Units Of The Glanza. Is Your Car Affected?. "
11-06-2019,"Mega deals dried up at Wipro before team lead’s departure | Mint. Got sold a Tata Harrier damaged in transit; repainted shoddily. EDIT: Resolved (page 3). Maruti Suzuki, Toyota Tsusho announces joint venture for vehicle dismantling, recycling unit. "
12-06-2019,"Tata Altroz to be offered in 10 variants, five colours and two engine options. Bajaj Auto introduces Husqvarna brand of premium bikes | Mint. Shares, Commodity, Rupee Market Highlights: Sensex cracks 334 points, Nifty ends at 11,922 weighed by banks. "
13-06-2019,"TCS, Infosys or HDFC Bank: Which company has the best history of rewarding its shareholders?. Tata hikes Harrier's price by INR 31,000. Uniraj result 2019: Rajasthan University releases undergraduate results at uniraj.ac.in. "
17-06-2019,"Tata Tigor 2017-2020 Price, Images, Mileage, Reviews, Specs. Tata Motors launches AMT variants of compact sedan Tigor. Tata Tigor AMT launched in XMA and XZA+ trims. "
18-06-2019,"Tata Group's Debt Threat. Tata Tigor price hiked in India. Six Uttarakhand districts likely to receive heavy rain on June 18, 19: IMD. "
26-06-2019,"Nifty 50 Historical Rates (March 2024). Indian Hotels rallies 6% on heavy volumes, hits 20-month high. Tata Tigor EV priced at Rs. 9.99 lakh. "
28-06-2019,Car makers in India may have more bad news to share on Monday. Form 6-K TATA MOTORS LTD/FI For: Jun 28. Tata Motors needs to transform itself to be relevant in future mobility: N Chandrasekaran. 
30-06-2019,"Share Market HIGHLIGHTS: Sensex, Nifty hit record closing highs; 30-scrip index rises 320 pts, Nifty. Jet Airways founder Naresh Goyal writes to court to seek medical help, claims prison officer not looking into his concerns. Tata Motors loss widens. "
02-07-2019,"Tata Motors posts ₹27,000 crore loss in Q3. City lawyer files case against Tata Motors for poor support. Tata Motors shares fall by most in 26 years after JLR loss. "
03-07-2019,Tata H5X Concept @ Auto Expo 2018. Named Tata Harrier! EDIT: Launched @ Rs. 12.69 lakhs. Global NCAP's First Five Star Car In India: The Tata Nexon — Global NCAP. Tata Motors to have 4 new cars making global debut at 2019 Geneva - Official. 
08-07-2019,"Tata Motors announces block closure at Pune. RBI wants your home, car loans to get cheaper, but your bank is a hurdle. Tata Steel drops plan to sell S-E Asian assets | Mint. "
10-07-2019,"Got sold a Tata Harrier damaged in transit; repainted shoddily. EDIT: Resolved (page 3). Aurobindo Pharma share crashes 20% to hit 52-week low on USFDA observations; Lupin, Glenmark fall up to 9%. Bank holidays in October. Check full list | Mint. "
11-07-2019,"Got sold a Tata Harrier damaged in transit; repainted shoddily. EDIT: Resolved (page 3). Tata Hexa, Harrier and Nexon available with discounts up to Rs 1.10 lakh. Mercedes-Benz launches ₹1.10 crore luxury MPV in India | Mint. "
12-07-2019,TCS 1st Tata Group firm to offer health insurance benefits to LGBT employees. Make 'bumper-to-bumper' insurance mandatory on new vehicles from next month: High Court | Mint. Top-three India-made cars with five-star Global NCAP rating. 
13-07-2019,"Tata Harrier test mule, upcoming 7-seater spotted; could they be automatic variants?. Bihar Flood 2019 Pics: Flood water inundates Araria. Rising hate-crimes, intolerance to seriously damage growth, warns Adi Godrej. "
14-07-2019,Ford SWOT 2024 | SWOT Analysis of Ford. Big Battle Over Small SUVs. Tata Motors announces its nationwide free monsoon check-up camps. 
15-07-2019,Satish Borwankar bows out of Tata Motors board after completion of tenure. Tata Motors shares vroom 6% in just 1 day on D-Street - here is what you must know. Tata to supply 200 Hexa 4x4s to Bangladesh Army. 
19-07-2019,"Tata Nexon crosses 5 lakh unit production milestone; facelift expected by August. Tata Nexon zooms past 100,000 unit sales in 23 months. Tata Nexon crosses one lakh unit production milestone. "
20-07-2019,Jamshedpur Fc Reserves Gear Up For Jsa Super Cup 2019 - Jamshedpur Football Club. Tata Motors confirms Hexa will get BS-VI upgrade - Report. India’s unicorn tribe grows faster than ever this year | Mint. 
21-07-2019,Tata Motors MD draws twice the salary of Mahindra and Mahindra MD in FY19. Tata Motors MD draws more than two-times the salary of Mahindra & Mahindra MD in FY19. GreenFuel Energy Solutions receives supplier award by Tata Motors. 
22-07-2019,"TCS, Infosys or HDFC Bank: Which company has the best history of rewarding its shareholders?. GreenFuel Energy Solutions receives supplier award by Tata Motors. Jamshedpur Fc Reserves Gear Up For Jsa Super Cup 2019 - Jamshedpur Football Club. "
23-07-2019,"Tata H2X officially confirmed for launch, arriving after Tata Buzzard. Suzuki’s Gujarat plant to drive out fewer cars | Mint. Honda to use hybrid tech to power small cars in India till EV infra is in place. "
24-07-2019,Production Tata H2X (Hornbill) India launch confirmed post Altroz and Buzzard. Slowdown in auto sales: 10-15% people lost jobs in auto component industry | Mint. Jamshedpur Fc Reserves Gear Up For Jsa Super Cup 2019 - Jamshedpur Football Club. 
25-07-2019,"Motoring World CV Guide 2019: Tata Motors. Tata continues testing the Altroz ahead of its official unveil. Tata Motors reports Q1 loss of Rs 3,680 crore; JLR woes persist. "
27-07-2019,Tata Motors unveils seven new buses: All details. Tata Motors showcases futuristic public transportation solutions in India. BMW 7 Series launched: Why should you buy?. 
29-07-2019,"Cafe Coffee Day parent's bankruptcy: What's brewing at Cafe Coffee Global? All about coffee day enterprises' troubles | Mint. 5 worlds most expensive stocks, top one priced at over Rs 2.16 crore, Amazon also in list. Patriarch of the Tata group. "
31-07-2019,"Auto stocks hit hard in 2019, down in double digits; what should you do?. All-Black Tata Harrier leaked ahead of launch next month. The all-black Tata Harrier. "
01-08-2019,"Not just Tata Motors, a lot of other companies are excited by Jaguar Land Rover numbers. Maruti Suzuki Recalls Over 1 Lakh Units Of WagonR And Baleno. Why Rubique is in angel investor Akshay Mittal’s anti-portfolio | Mint. "
03-08-2019,"Car dealer to pay 50,000 for deficient service. Tata H5X Concept @ Auto Expo 2018. Named Tata Harrier! EDIT: Launched @ Rs. 12.69 lakhs. Sensex rises to near 6-month high, Bharti Airtel jumps 8%; midcaps surge | Mint. "
06-08-2019,"Tata Nexon sales in India top 500,000 units. Toyota Glanza sells over 100,000 units since launch. Ford Brings Back 'Midnight Surprise' Sales Campaign; Offers Gifts Worth Rs. 5 Crore. "
08-08-2019,"Kia rolls out millionth made-in-India car 47 months after market entry. Tata Motors halts production at Pune and Jamshedpur units, JLR follows | Mint. Sundram Fasteners is now not just an auto parts firm, but a diverse engineering co: Suresh Krishna. "
10-08-2019,"Got sold a Tata Harrier damaged in transit; repainted shoddily. EDIT: Resolved (page 3). No Tata Nano production in first 9 months of 2019, just 1 unit sold. Tata Motors offering discounts of up to Rs 1 lakh on Zest, Nexon and Harrier. "
14-08-2019,Tata Tiago JTP and Tigor JTP launched: Top five updates. Top 10 Arbitration Judgments [January To September 2023]. A short history of Indian economy 1947-2019: Tryst with destiny & other stories | Mint. 
17-08-2019,"2019 Tata Tiago JTP and Tigor JTP - now in pictures. ‘Before talking about self-driving cars, India should make ADAS mandatory in all cars’. From insurance to retirement - How government schemes can help | Mint. "
18-08-2019,Tata Motors to resume operations from today. Tata Tigor-Tiago JTP - Top 4 interior highlights. Ranking of Indian car makers on the Corporate Average Fuel Efficiency table. 
20-08-2019,"Auto sector slowdown: Tata Motors, Maruti Suzuki, Mahindra stocks fall up to 55% in one year. Downturn Blues: Carmakers line up six new launches in next 15 days. All-black Tata Harrier to be launched in August 2019. "
21-08-2019,Tata Motors share price hitting 10-year low today has this Chinese connection behind it. The most valuable bits of the Tata Group empire. Dhunseri completes tea biz sale to TGBL. 
22-08-2019,"Live stock market updates - August 22, 2019. Worldwide Automotive Warranty Expenses, 22 August 2019. Tata Sons launch new digital vertical, names Pratik Pal as CEO | Mint. "
26-08-2019,"Sensex, Nifty Close At Two-Week High. Slowdown Affects Production of Tata Motors in Lucknow, Workers Suffer. Tata introduces sunroof as official accessory for the Harrier. "
29-08-2019,"Tata Motors’ staffer bags Medallion of Excellence at World Skills 2019. Gold prices increased from Rs 30,000 to Rs 40,000 in 12 months. Tata Projects executes 41.42-km transmission line in Thailand. "
30-08-2019,All-Black Tata Harrier Dark Edition Launched At Rs 16.76 Lakh. Top 10 Arbitration Judgments [January To September 2023]. Tata Harrier Dark Edition launched in India at Rs 16.76 lakhs. 
31-08-2019,"Tata Motors rolls out 200,000th Nexon in 46 months since launch. Tata Nexon EV spied testing. If you are wondering which stocks to buy, top fund house offers cues. "
01-09-2019,"Not just Tata Motors, a lot of other companies are excited by Jaguar Land Rover numbers. Tata H5X Concept @ Auto Expo 2018. Named Tata Harrier! EDIT: Launched @ Rs. 12.69 lakhs. 2019 Mahindra XUV300 Breaches The 13,000 Bookings Milestone. "
05-09-2019,Chery discussing JV with Tata Motors for India entry - Report. Top 5 SUVs sold in India in April 2019. Congress' NYAY will prove to be a game changer: Priyanka Gandhi | Mint. 
07-09-2019,Delhi Weather Update: Rain in Delhi-NCR brings relief from scorching heat. Tata Harrier prices hiked. [Funding alert] Former Tata Motors' President Gajendra Chandel invests in electric scooter startup BattRE. 
08-09-2019,"Bayer investor Artisan urges company split amid growing calls for reform: Report | Mint. Tata Motors, Mahindra and Mahindra set to slash production. Top automakers plan production cuts in response to slow demand. "
09-09-2019,"2019 Tata Nexon Kraz launched, priced from INR 7.57 lakh. Market Highlights: Sensex recovers from 11-month low, Nifty settles above 10,800 | Mint. August 2019 : Indian Car Sales Figures & Analysis. "
10-09-2019,"Just 1 Tata Nano unit sold in 2019, no production in first 9 months. Auto industry stuck in reverse. Nexon EV - To be launched by TATA Motors in Q4 2019-20 • EVreporter. "
11-09-2019,November 2019 bank holidays: Complete list of holidays to plan your month better. Maruti Suzuki India cuts production for 8th straight month in October | Mint. 2020 Tata Nexon (facelift) spied on test once again. 
12-09-2019,"Tata Altroz To Be Offered With Customisation Packages From The Factory. Tata Motors' Jaguar Land Rover retail sales fall 3% in November. Lithium Urban eyes EVs from BYD, MG Motor | Mint. "
13-09-2019,"Market Highlights: Sensex recovers from 11-month low, Nifty settles above 10,800 | Mint. Tata Group has 28 firms, and these 4 companies rallied over 900%; key things to know. New Tata Altroz interiors leaked. "
14-09-2019,"Tata Harrier Now Gets Optional 5-Year, Unlimited Kilometre Warranty. FM Nirmala Sitharaman may announce 'important' decisions today | Mint. Best phones under Rs 20,000 in India: Realme XT, vivo Z1x to Poco F1 - Check top options. "
15-09-2019,"Tata Motors offering benefits of up to Rs 1.5 lakhs under Festival of Cars Campaign. Tata Motors announces discounts up to ₹1.5 lakh on Nexon, Hexa, Tiago | Mint. Industry heads urge suppliers to master the quality mantra. "
16-09-2019,"Tata Sumo Put Out To Pasture After 25 Years Of Service, No Longer Available At Dealerships. SML Isuzu slips 2% as company shuts down chassis division for 6 days over weak demand. TCS to acquire part of GM’s technical centre assets in Bengaluru by month end. "
17-09-2019,Tata Motors partners with what3words - 3 word address for navigation. Tata Motors to introduce what3words addressing system in its future products. Tata Motors first OEM in India to bring three-word addressing system in its cars. 
18-09-2019,"Indian Car Manufacturer Tata Motors Calls for Automotive Blockchain Tech. Gold prices fall for second today, down over ₹2,000 from highs; silver decline | Mint. Shadow on corporate governance at Paytm as firm rehires Sonia Dhawan, the employee accused of extortion. "
19-09-2019,"Tata Motors introduces ZIPTRON electric vehicle technology. No Nano production since January; only 1 unit sold in last 6 months. Tata Motors revs up for EV space, launches new powertrain. "
20-09-2019,"Market Wrap, Sept 20: Here's all that happened in the markets today. Tata Motors launches Pro Edition packages, prices start at Rs 29999. Sensex closes 1,921 points higher, Nifty ends above 11,250 after corporate tax rate cut. "
21-09-2019,"Tata Motors revs up for festive season with new launches and 5-car Pro package. ZipTron: Tata Motors' new EV technology brand. After selling off steel business to the Tatas, Usha Martin turns focus on consolidation. "
23-09-2019,"Maruti Suzuki, Hyundai, Honda, Tata Motors: Big festive discounts on offer as carmakers hope to revive sales. Tata Motors launches Pro Edition accessories for Harrier, Nexon, other models at Rs 29,999. KTM 790 Duke, Maruti Suzuki S-Presso, Tata Motors. "
25-09-2019,Here are the brochures of Tata Motors Pro Editions. CG Power shares rise 5% after board appoints new chairman. Tata Motors shines in Forbes’ World’s Best Regarded Companies 2019. 
27-09-2019,"Tata Motors share price falls over 5% amid reports JLR to shut UK plants for a week. Tata Motors dealer offers free Honda scooter with Nexon, Tiago!. Electric Cars...through the eyes of a diehard petrol-head. "
28-09-2019,Tata Harrier with panoramic sunroof and new alloy wheels spied. Pakistan PM Imran Khan's maiden UNGA speech exceeds time limit. Naina and Pooja win gold as Haryana wrestlers continue to dominate 2nd Tata Motors U-23 National Wrestling .... 
29-09-2019,"Tata’s Jaguar Land Rover Bets Big On India’s Electric Vehicle Future: Set To Launch Host Of EVs Starting 2020. We are not following right economic policies, says Subramanian Swamy. I have come out as a winner: Ma Sheela Anand | Mint. "
30-09-2019,"TCS dividend history: A look at Tata group IT giants payouts in past five years. Tata Sons to infuse Rs 6,500 crore in Tata Motors to boost investor confidence. Tata Tiago 2019-2020 Wizz Edition Petrol On Road Price, Features & Specs, Images. "
03-10-2019,Tata H5X Concept @ Auto Expo 2018. Named Tata Harrier! EDIT: Launched @ Rs. 12.69 lakhs. Tata Altroz EV Geneva Edition - Official images revealed. Tata Motors bans use of phones at its Steel City plant. 
08-10-2019,"Demand slowdown: Now, M&M and Tata Motors to rejig production. Hyundai recalls 2019 Nexo models due to possible hydrogen fuel leak, fire risk. Sonia, Rahul Gandhi recuse themselves from CWC meet, say 'cannot be part of process'. "
11-10-2019,Tata Motors delivers Tigor EVs at Tata Steel plant in Jamshedpur. Chinese auto firms eye GM’s last plant in India | Mint. Cyclone Bulbul: Heavy rainfall causes heavy damage; flight services resume in Kolkata. 
13-10-2019,Tata Tigor EV Extended Range: Variant breakdown. Tata Motors Design Studio: A sneak peek at how they do it. Free Fire India Today League: Team Nawabzade wins India finals; advances to World Series in Brazil. 
18-10-2019,"Why Tata Motors share price has gained over 10% in last two sessions. Live stock market updates on October 18, 2019. Why Ratan Tata chose to invest in EV startup Tork Motors. "
19-10-2019,Lacklustre campaign by Congress' Gandhi family for assembly elections | Mint. WhatsApp update: What is the upcoming self-destruction feature?. Reliance Jio reports net profit of Rs 990 crore; Why Ratan Tata is investing in this EV startup. 
22-10-2019,"Self-driving Prototype Jaguar I-PACE hits the roads for the first time in Dubai. Tata launches priority test drives for Harrier. Tata Steel Europe to fire 2,500 employees as the company continues to bleed money: Report. "
25-10-2019,"Tata Motors board approves plan to raise Rs 500 crore through NCD issue. Tata Motors to raise Rs 500 cr through issue of non-convertible debentures. Tata Motors board approves ordinary shares, warrants to Tata Sons | Mint. "
26-10-2019,"Tata Sons to infuse Rs 6,500 crore in Tata Motors to boost investor confidence. This week in Auto: Datsun joins India quitters list; Tata Sons to bail out Tata Motors. BJP governments living up to concept of Ram Rajya, says Yogi Adityanath | Mint. "
27-10-2019,"Muhurat Trading: Sensex gains 192 points; Tata Motors jumps over 17%. Muhurat trading: Sensex jumps 195 points, Nifty reclaims 11,600. 'Muhurat' trading 2019: Sensex up nearly 200 points; Nifty settles above 11,600. "
29-10-2019,"Share Market HIGHLIGHTS: Sensex ends 170 pts lower, Nifty gives up 21750 on the last trading day of 2023. SBI, HDFC Bank, ICICI Bank remain domestic systematically important banks: RBIState Bank of India (SBI), HDFC Bank .... Closing Bell: Nifty settles at 11,787, Sensex jumps 582 pts; Tata Motors, Tata Steel top gainers. "
30-10-2019,Avanti Feeds share turned Rs 1 lakh into Rs 3.20 crore in 10 years; did you miss the rally?. Tata Harrier BS-VI variant spied with dual-tone alloy wheels. Why does the Tata Nexon's floorboard have a member only on the driver's side?. 
01-11-2019,"Tata H5X Concept @ Auto Expo 2018. Named Tata Harrier! EDIT: Launched @ Rs. 12.69 lakhs. Tata Tiago NRG - Top 5 exterior highlights. TCS Q3: Elephants can dance, but can be wobbly at times | Mint. "
03-11-2019,"Tata Harrier and Buzzard 7-Seater SUV To Get 4x4 Variants. Tata Motors bags Gujarat State Roadways' order for 1,045 buses. Tata Power unlikely to agree on lower tariffs for Prayagraj Power Generation | Mint. "
04-11-2019,Tata Motors' announces outreach and service campaign for CV customers. Tata Tigor facelift spied with IMPACT 2.0 design. 2019 Porsche 911: Price Expectation. 
13-11-2019,"Tata Motors inaugurates Advance Power Systems Engineering Tech Center in Pune. Tata Motors opens new R&D unit at its Pune research center | Mint. Mylan NV, Pfizer say the combined entity will be called Viatris. "
15-11-2019,Tata Altroz spied yet again ahead of early-2020 launch. Tata Nexon EV charging specifications revealed. HDFC Bank becomes first bank to cross Rs 7 lakh crore market cap. 
17-11-2019,"Tata Nexon EV braves torture track, gradability and water wading test in this teaser video!. Indian Oil launches special winter-grade diesel for UT of Ladakh | Mint. November 2019 bank holidays: Complete list of holidays to plan your month better. "
18-11-2019,Tata Motors and Lithium Urban Technologies long-term partnership set to leapfrog the electrification of the transport .... Rajiv Bajaj hits back at Tata Motors design head over criticism on Chetak styling. Tata Motors partners with Lithium Urban Technology to supply 500 EVs. 
19-11-2019,Tata Motors to commence the 4th edition of its Global Service Camp. Jaguar Land Rover to feature newest line up of vehicles at the 2019 Los Angeles Auto Show highlighted by the North .... Tata Motors ties up with Lithium Urban Technologies to supply 500 EVs. 
22-11-2019,"Share Market HIGHLIGHTS: Nifty settles at record closing high of 19,996, Sensex soars 528 pts to end. Tata Motors makes a 'paradigm shift' for its dealers to beat slowdown. Jaguar Land Rover to feature newest line up of vehicles at the 2019 Los Angeles Auto Show highlighted by the North .... "
27-11-2019,Tata Motors rolls out the 1st ALTROZ from its Pune plant. Tata Motors names its upcoming Harrier-based 7-seater SUV as Tata Gravitas. Five things you need to know about the Tata Altroz. 
28-11-2019,"Tata Motors plans to offer VRS to 1,600 employees amid slowdown in auto industry. Stock market live updates for November 28, 2019. Mercedes-Benz celebrates 25 years of production in India. "
29-11-2019,"Share Market Today: Market closes in red, Sensex ends 336 points lower; Nifty at 12,056. Scoop! Tata Safari Storme production stopped - Page 5. Stocks, Commodity, Rupee Market Highlights: Record run of Sensex, Nifty comes to a halt ahead of GDP data. "
30-11-2019,Tata Motors announces new campaign for its SCV range. Tata Motors rolls out nation-wide Mega Service Camp for its customers. Tata Motors announces 'India Ki Doosri Diwali' campaign. 
